,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_Dont_Know,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_Dont_Know,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_Dont_Know,Q14,Q15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q20,Q21,Q16
5792,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,4,3,3,2,1,1,1,2,3,2,2,3,2,2,2,1,2,2,3,1,2,3,1,3,3,B
5793,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,5,5,5,1,4,3,2,5,5,4,1,1,1,5,1,4,5,1,5,1,4,4,4,3,2,A
5794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,?,?,?,?,?,?,?,2,?,?,2,2,1,3,?,?,?,?,?,?,?,?,?,3,3,D
5795,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,2,1,4,4,3,4,4,3,3,4,4,4,4,2,3,4,3,2,?,?,4,1,?,2,2,3,3,D
5796,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,4,4,?,?,2,?,2,3,3,4,3,?,2,2,3,?,?,?,2,4,2,3,?,?,3,3,D
5797,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,3,1,2,4,4,3,5,4,4,3,4,5,4,3,2,4,4,3,3,4,2,5,2,2,3,2,3,2,B
5798,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,4,2,A
5799,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,?,?,?,?,5,?,5,5,1,5,?,?,1,1,?,1,?,5,?,4,5,?,?,?,4,1,B
5800,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,2,4,3,2,3,3,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,D
5801,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2,3,?,3,?,4,?,?,?,3,?,3,?,?,3,3,3,4,?,?,?,2,?,?,?,3,3,D
5802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,2,4,4,4,4,?,2,3,4,4,4,3,4,4,4,4,?,4,4,4,4,4,3,3,4,2,A
5803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,C
5804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,D
5805,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,2,2,3,3,4,3,?,?,2,4,4,?,2,1,3,?,?,?,5,?,?,2,3,1,1,3,3,D
5806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,A
5807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,3,2,?,?,?,?,?,?,?,3,3,?,?,3,?,3,?,?,?,?,2,3,3,D
5808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,3,3,3,4,2,3,4,2,2,2,3,3,2,2,3,3,2,3,2,2,1,3,A
5809,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,2,?,4,4,?,3,?,4,4,5,3,?,?,4,4,5,?,?,4,2,?,2,3,?,?,3,3,A
5810,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,2,3,3,3,2,3,2,3,4,2,3,2,3,1,2,2,2,2,2,3,1,2,3,2,3,3,B
5811,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,C
5812,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,1,3,4,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,5,B
5813,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,5,5,5,5,5,5,2,4,4,4,2,2,2,4,2,2,2,2,4,2,2,2,2,3,2,B
5814,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,4,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,2,A
5815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,5,4,4,2,2,2,2,2,3,3,3,3,3,3,3,1,1,2,3,2,1,B
5816,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,5,4,4,?,4,3,2,4,4,4,?,?,?,?,?,?,?,2,?,2,3,3,3,3,3,A
5817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,4,4,5,?,?,?,?,4,5,?,?,?,4,4,?,?,?,?,?,?,?,?,?,2,2,A
5818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,?,2,2,1,3,2,3,4,4,?,2,3,2,2,4,2,3,1,?,?,2,3,2,A
5819,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,1,4,3,4,5,4,?,2,1,1,2,3,?,2,2,1,?,4,5,5,4,4,4,?,3,3,3,B
5820,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,2,3,3,3,4,2,2,2,4,4,4,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2,B
5821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4,3,3,5,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,4,1,1,B
5822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,B
5823,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,2,2,2,2,5,3,3,3,4,4,4,2,?,4,2,4,1,4,3,3,3,2,A
5824,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,A
5825,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,A
5826,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,1,4,5,5,1,1,2,2,4,3,4,2,2,2,4,1,1,2,2,?,1,4,2,2,3,3,A
5827,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,2,3,4,?,4,?,4,4,3,4,4,3,4,2,4,2,?,2,?,?,2,2,?,2,3,3,A
5828,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,1,5,5,5,3,2,2,2,3,4,3,2,2,2,3,2,2,2,2,2,2,2,1,1,3,2,A
5829,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,5,4,4,5,5,2,5,5,5,3,4,3,4,5,5,5,5,5,5,5,5,4,5,4,2,B
5830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,?,?,?,?,?,?,?,?,2,?,?,3,2,2,?,?,?,?,?,?,2,?,?,?,3,3,D
5831,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,3,4,3,3,4,3,4,2,A
5832,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,4,2,2,2,?,?,2,4,3,4,5,2,4,5,3,?,?,?,2,4,3,3,3,3,B
5833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,3,3,4,3,4,3,3,?,?,3,3,3,4,4,3,2,3,?,?,?,3,3,B
5834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,?,5,?,?,5,?,?,4,5,5,5,2,2,4,5,?,2,?,4,4,1,?,?,?,2,2,A
5835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,A
5836,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,2,5,5,4,2,2,3,2,1,2,3,2,3,2,3,2,2,2,1,2,1,4,4,3,3,3,B
5837,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,5,4,5,2,2,3,2,5,4,5,2,2,4,4,3,3,?,2,?,2,2,?,4,3,2,A
5838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,5,?,2,2,1,1,?,?,4,?,4,2,5,?,4,?,2,?,?,?,2,?,2,1,A
5839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,4,4,4,4,3,3,2,4,3,4,2,4,1,3,2,2,3,2,3,2,3,?,3,3,2,A
5840,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,5,5,5,3,5,4,3,5,5,4,4,5,?,4,?,4,5,4,?,2,?,?,?,3,1,A
5841,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2,2,1,5,4,4,2,3,4,4,5,4,4,3,3,4,4,3,2,2,2,1,1,4,4,3,4,2,A
5842,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?,2,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,B
5843,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,5,5,5,3,3,3,3,5,5,5,4,3,4,5,4,4,5,3,5,1,3,3,?,4,1,A
5844,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,B
5845,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,?,?,4,4,?,2,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,A
5846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,3,3,4,2,1,1,2,2,1,2,3,1,1,2,1,2,3,1,1,2,3,B
5847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,4,4,?,?,1,?,?,1,4,1,?,?,1,1,1,1,1,?,?,?,?,?,?,3,2,B
5848,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,5,5,5,4,4,4,3,4,5,4,4,4,3,3,3,4,3,2,3,3,2,2,3,2,2,B
5849,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,5,5,?,5,5,3,4,4,3,3,2,3,3,2,2,1,2,2,2,1,2,2,3,3,3,B
5850,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,?,3,3,3,?,?,2,2,?,?,?,?,?,2,?,?,2,?,?,?,2,?,2,1,3,4,A
5851,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,5,1,3,3,3,3,1,3,1,3,?,1,1,2,3,1,2,2,1,3,3,1,1,1,3,3,C
5852,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,3,3,3,3,3,3,?,?,?,?,?,?,?,?,5,5,5,5,5,5,5,3,3,A
5853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,4,4,5,5,4,3,4,4,5,4,4,4,1,4,4,5,2,4,3,3,4,5,2,2,B
5854,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,2,2,2,2,?,2,?,1,?,1,3,2,1,3,1,1,1,1,2,?,2,1,1,3,4,B
5855,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,5,4,?,2,?,?,2,4,4,?,4,?,2,2,?,2,2,2,?,1,3,?,2,3,3,B
5856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,2,?,4,?,1,5,?,2,?,?,2,?,1,1,1,2,2,2,?,1,?,?,?,?,2,3,3,D
5857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,3,2,2,5,3,?,5,5,4,5,5,4,5,4,2,4,3,4,4,5,3,3,4,5,3,3,4,2,A
5858,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,?,5,5,5,5,5,3,3,5,5,5,3,3,4,5,5,5,5,1,3,3,3,3,1,3,3,A
5859,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,2,1,2,2,3,2,4,3,4,3,4,3,2,3,4,4,3,3,2,3,4,3,3,2,4,1,2,1,A
5860,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,4,?,?,5,5,3,?,4,4,1,2,3,2,3,2,3,4,4,?,?,?,?,3,3,2,D
5861,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,4,4,3,3,5,5,5,5,5,5,5,3,3,4,2,5,4,4,4,4,4,2,A
5862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,3,3,?,?,3,3,4,4,3,3,4,3,3,2,?,?,?,?,4,?,?,?,3,2,B
5863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,4,4,4,4,4,4,4,2,?,?,?,?,?,4,4,4,4,4,4,4,2,2,A
5864,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,1,1,3,4,4,5,3,2,4,4,4,3,4,4,2,3,3,2,4,2,3,3,4,3,?,3,2,A
5865,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,3,4,?,4,?,?,?,4,3,?,?,2,1,3,?,2,?,2,5,?,1,1,1,3,3,C
5866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,2,?,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,D
5867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1,D
5868,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,A
5869,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,5,5,5,2,4,4,2,4,4,4,4,2,4,4,4,4,4,2,2,2,4,2,3,4,1,A
5870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,3,?,2,2,2,2,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2,C
5871,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,?,2,3,?,3,1,3,3,2,2,3,4,?,2,3,2,?,3,?,?,2,?,?,3,2,?,3,4,C
5872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,A
5873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,2,4,?,?,4,?,2,2,4,?,?,2,?,2,3,?,2,4,?,?,?,?,?,?,3,2,A
5874,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,?,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,?,3,4,3,4,?,2,3,3,A
5875,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,5,1,1,1,5,3,3,3,1,3,3,5,3,1,3,3,?,?,?,?,?,1,1,1,1,5,C
5876,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,4,2,?,?,3,?,2,2,1,4,2,3,1,1,1,1,1,?,?,5,5,1,?,2,2,4,B
5877,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,2,3,5,?,?,?,?,?,?,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,D
5878,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,3,1,3,3,1,5,5,3,2,2,4,5,2,2,1,3,4,4,5,5,3,3,4,3,3,2,2,2,A
5879,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,4,2,3,4,3,3,3,3,4,4,4,2,3,4,3,3,4,4,2,2,3,3,3,3,3,A
